episode_index,evaluation_seed,episode_length,episode_return,native_cost_total,gold_stl_cost_total,goal_events,goal_success,minimum_distance,trigger_count,recovery_count,late_recovery_count,deadline_violation_count,terminal_unresolved_count,completed_window_count,trace_robustness,online_oracle_agreement,rtamt_max_robustness_difference,condition,training_seed
80,10080,1000.0,19.850270994585117,105.0,1.0,9.0,True,0.010444879531860352,8.0,7.0,0.0,1.0,0.0,8.0,-0.03221814632415776,True,0.0,gold_stl_cost,2202
81,10081,1000.0,27.241591354236334,99.0,2.0,12.0,True,0.03633749485015869,5.0,3.0,2.0,2.0,0.0,5.0,-0.024582076072692916,True,0.0,gold_stl_cost,2202
82,10082,1000.0,24.393467179812433,57.0,2.0,12.0,True,0.041484832763671875,8.0,6.0,2.0,2.0,0.0,7.0,-0.029201376438140914,True,0.0,gold_stl_cost,2202
83,10083,1000.0,16.197835368702727,102.0,1.0,7.0,True,0.01507723331451416,7.0,6.0,1.0,1.0,0.0,7.0,-0.10057817697525029,True,0.0,gold_stl_cost,2202
84,10084,1000.0,21.667867877446042,49.0,1.0,10.0,True,0.01954704523086548,10.0,9.0,1.0,1.0,0.0,9.0,-0.016117203235626265,True,0.0,gold_stl_cost,2202
85,10085,1000.0,22.266949515069427,167.0,4.0,11.0,True,0.018119752407073975,6.0,2.0,3.0,3.0,1.0,5.0,-0.11665426492691044,True,0.0,gold_stl_cost,2202
86,10086,1000.0,20.02799115117159,37.0,1.0,10.0,True,0.05896174907684326,1.0,0.0,1.0,1.0,0.0,1.0,-0.10266457796096806,True,0.0,gold_stl_cost,2202
87,10087,1000.0,18.651750102173537,29.0,1.0,9.0,True,0.056849777698516846,7.0,6.0,0.0,0.0,1.0,6.0,0.018181991577148393,True,0.0,gold_stl_cost,2202
88,10088,1000.0,14.624191953509467,73.0,0.0,7.0,True,0.026126325130462646,6.0,6.0,0.0,0.0,0.0,6.0,0.14253349304199214,True,0.0,gold_stl_cost,2202
89,10089,1000.0,17.22616587773939,45.0,2.0,9.0,True,0.07721292972564697,8.0,6.0,1.0,1.0,1.0,7.0,-0.00366674661636357,True,0.0,gold_stl_cost,2202
90,10090,1000.0,19.67389991883465,89.0,3.0,9.0,True,0.015995264053344727,8.0,5.0,2.0,2.0,1.0,7.0,-0.10194038152694707,True,0.0,gold_stl_cost,2202
91,10091,1000.0,21.126688424183158,0.0,0.0,11.0,True,0.38194066286087036,4.0,4.0,0.0,0.0,0.0,3.0,0.1081148505210876,True,0.0,gold_stl_cost,2202
92,10092,1000.0,23.02790923105931,89.0,3.0,10.0,True,0.009361624717712402,7.0,4.0,2.0,2.0,1.0,6.0,-0.10503886938095097,True,0.0,gold_stl_cost,2202
93,10093,1000.0,21.742294609026715,58.0,2.0,10.0,True,0.06249117851257324,7.0,5.0,2.0,2.0,0.0,7.0,-0.10583602190017705,True,0.0,gold_stl_cost,2202
94,10094,1000.0,20.850518848968818,28.0,1.0,10.0,True,0.08684098720550537,7.0,6.0,0.0,0.0,1.0,6.0,0.1991127252578735,True,0.0,gold_stl_cost,2202
95,10095,1000.0,20.306683493645323,8.0,3.0,9.0,True,0.17060494422912598,6.0,3.0,3.0,3.0,0.0,5.0,-0.11490617990493779,True,0.0,gold_stl_cost,2202
96,10096,1000.0,26.170663791530387,66.0,1.0,14.0,True,0.04655563831329346,8.0,7.0,0.0,0.0,1.0,7.0,0.13446344137191768,True,0.0,gold_stl_cost,2202
97,10097,1000.0,19.841536334367902,25.0,1.0,10.0,True,0.037301480770111084,5.0,4.0,0.0,0.0,1.0,4.0,0.1681208729743957,True,0.0,gold_stl_cost,2202
98,10098,1000.0,20.107143454954894,71.0,2.0,10.0,True,0.0017400383949279785,11.0,9.0,1.0,2.0,0.0,11.0,-0.10493962764739995,True,0.0,gold_stl_cost,2202
99,10099,1000.0,22.972422506994917,119.0,2.0,10.0,True,0.03848576545715332,10.0,8.0,1.0,1.0,1.0,8.0,-0.11511145830154423,True,0.0,gold_stl_cost,2202
0,10000,1000.0,24.54728693148536,25.0,1.0,12.0,True,0.09129989147186279,7.0,6.0,1.0,1.0,0.0,6.0,-0.011457669734954878,True,0.0,gold_stl_cost,3303
1,10001,1000.0,24.687314880931808,62.0,1.0,12.0,True,0.03711515665054321,8.0,7.0,1.0,1.0,0.0,8.0,-0.04113416671752934,True,0.0,gold_stl_cost,3303
2,10002,1000.0,24.94848364542122,83.0,2.0,12.0,True,0.008900463581085205,2.0,0.0,2.0,2.0,0.0,2.0,-0.11057298183441167,True,0.0,gold_stl_cost,3303
3,10003,1000.0,25.087961960548455,55.0,2.0,11.0,True,0.017524302005767822,7.0,5.0,2.0,2.0,0.0,7.0,-0.051456558704376265,True,0.0,gold_stl_cost,3303
4,10004,1000.0,24.416120769281406,72.0,2.0,11.0,True,0.005271255970001221,5.0,3.0,1.0,1.0,1.0,4.0,-0.05200784206390385,True,0.0,gold_stl_cost,3303
5,10005,1000.0,23.605291552134986,78.0,2.0,12.0,True,0.006844282150268555,6.0,4.0,2.0,2.0,0.0,5.0,-0.11488347053527836,True,0.0,gold_stl_cost,3303
6,10006,1000.0,25.87976719643825,24.0,0.0,14.0,True,0.03785616159439087,6.0,6.0,0.0,0.0,0.0,5.0,0.17578966617584224,True,0.0,gold_stl_cost,3303
7,10007,1000.0,23.36000372613489,43.0,3.0,10.0,True,0.09663122892379761,7.0,4.0,3.0,3.0,0.0,7.0,-0.10452746152877812,True,0.0,gold_stl_cost,3303
8,10008,1000.0,28.658562799944775,87.0,3.0,13.0,True,0.014467835426330566,9.0,6.0,2.0,2.0,1.0,8.0,-0.06283288002014165,True,0.0,gold_stl_cost,3303
9,10009,1000.0,27.1956850234601,14.0,1.0,13.0,True,0.04459959268569946,5.0,4.0,1.0,1.0,0.0,5.0,-0.034951317310333296,True,0.0,gold_stl_cost,3303
10,10010,1000.0,22.809602961485325,52.0,2.0,10.0,True,0.008401930332183838,5.0,3.0,1.0,2.0,0.0,5.0,-0.07589845657348637,True,0.0,gold_stl_cost,3303
11,10011,1000.0,24.105735309130978,48.0,3.0,12.0,True,0.011369526386260986,6.0,3.0,2.0,2.0,1.0,5.0,-0.04821662902832036,True,0.0,gold_stl_cost,3303
12,10012,1000.0,23.331885473773582,63.0,1.0,12.0,True,0.06804728507995605,4.0,3.0,1.0,1.0,0.0,4.0,-0.04402576684951787,True,0.0,gold_stl_cost,3303
13,10013,1000.0,23.485849993379816,90.0,2.0,11.0,True,0.0388566255569458,6.0,4.0,1.0,2.0,0.0,6.0,-0.027509796619415328,True,0.0,gold_stl_cost,3303
14,10014,1000.0,23.738443266486684,63.0,1.0,10.0,True,0.015191316604614258,6.0,5.0,0.0,0.0,1.0,5.0,0.1023080468177795,True,0.0,gold_stl_cost,3303
15,10015,1000.0,25.38715402222988,0.0,0.0,13.0,True,0.3804992437362671,2.0,2.0,0.0,0.0,0.0,1.0,0.387457799911499,True,0.0,gold_stl_cost,3303
16,10016,1000.0,24.35134118129554,31.0,1.0,12.0,True,0.017368018627166748,8.0,7.0,0.0,0.0,1.0,7.0,0.07102562189102168,True,0.0,gold_stl_cost,3303
17,10017,1000.0,24.93662982312344,61.0,1.0,11.0,True,0.07580316066741943,10.0,9.0,0.0,0.0,1.0,9.0,0.014747154712676958,True,0.0,gold_stl_cost,3303
18,10018,1000.0,24.16872907531797,40.0,1.0,10.0,True,0.11730033159255981,10.0,9.0,1.0,1.0,0.0,10.0,-0.014563310146331832,True,0.0,gold_stl_cost,3303
19,10019,1000.0,24.811900796972623,106.0,3.0,12.0,True,0.01595824956893921,9.0,6.0,3.0,3.0,0.0,9.0,-0.10673152208328252,True,0.0,gold_stl_cost,3303
20,10020,1000.0,26.7126162667264,17.0,1.0,14.0,True,0.1588214635848999,2.0,1.0,1.0,1.0,0.0,2.0,-0.11593936681747441,True,0.0,gold_stl_cost,3303
21,10021,1000.0,26.27899992255516,119.0,4.0,11.0,True,0.006892740726470947,8.0,4.0,3.0,4.0,0.0,8.0,-0.08483396768569951,True,0.0,gold_stl_cost,3303
22,10022,1000.0,23.837528950956766,71.0,2.0,10.0,True,0.07244217395782471,10.0,8.0,2.0,2.0,0.0,9.0,-0.08968536853790288,True,0.0,gold_stl_cost,3303
23,10023,1000.0,24.76107366827273,9.0,0.0,13.0,True,0.17021924257278442,3.0,3.0,0.0,0.0,0.0,3.0,0.12958772182464595,True,0.0,gold_stl_cost,3303
24,10024,1000.0,25.787886990447987,47.0,2.0,12.0,True,0.04950302839279175,5.0,3.0,2.0,2.0,0.0,5.0,-0.0941026091575623,True,0.0,gold_stl_cost,3303
25,10025,1000.0,24.00185760109889,39.0,1.0,10.0,True,0.021190881729125977,10.0,9.0,0.0,0.0,1.0,9.0,0.03072721958160396,True,0.0,gold_stl_cost,3303
26,10026,1000.0,25.386248538809014,84.0,4.0,12.0,True,0.008706808090209961,11.0,7.0,3.0,3.0,1.0,10.0,-0.10057460069656377,True,0.0,gold_stl_cost,3303
27,10027,1000.0,22.55437131076178,39.0,4.0,12.0,True,0.044461190700531006,5.0,1.0,4.0,4.0,0.0,5.0,-0.048421728610992476,True,0.0,gold_stl_cost,3303
28,10028,1000.0,23.756564865950168,97.0,2.0,9.0,True,0.01371610164642334,8.0,6.0,1.0,1.0,1.0,7.0,-0.0655047178268433,True,0.0,gold_stl_cost,3303
29,10029,1000.0,24.844398412773444,51.0,2.0,11.0,True,0.04065406322479248,7.0,5.0,2.0,2.0,0.0,6.0,-0.05375503301620488,True,0.0,gold_stl_cost,3303
30,10030,1000.0,27.39775897476875,91.0,1.0,13.0,True,0.003932654857635498,6.0,5.0,0.0,1.0,0.0,6.0,-0.030747044086456343,True,0.0,gold_stl_cost,3303
31,10031,1000.0,20.181629839605193,78.0,3.0,8.0,True,0.020096898078918457,9.0,6.0,3.0,3.0,0.0,8.0,-0.10490887165069585,True,0.0,gold_stl_cost,3303
32,10032,1000.0,25.329387224388483,59.0,3.0,12.0,True,0.028465747833251953,9.0,6.0,2.0,2.0,1.0,8.0,-0.11814324855804448,True,0.0,gold_stl_cost,3303
33,10033,1000.0,26.38559163183527,48.0,1.0,13.0,True,0.05263549089431763,8.0,7.0,1.0,1.0,0.0,8.0,-0.02964018583297734,True,0.0,gold_stl_cost,3303
34,10034,1000.0,24.993632193352823,35.0,0.0,13.0,True,0.043339669704437256,8.0,8.0,0.0,0.0,0.0,8.0,0.04915041923522945,True,0.0,gold_stl_cost,3303
35,10035,1000.0,27.158445962922997,66.0,4.0,13.0,True,0.057830750942230225,6.0,2.0,3.0,3.0,1.0,5.0,-0.10457949638366704,True,0.0,gold_stl_cost,3303
36,10036,1000.0,23.403110361985455,53.0,4.0,9.0,True,0.01514124870300293,11.0,7.0,3.0,3.0,1.0,10.0,-0.08835266828536992,True,0.0,gold_stl_cost,3303
37,10037,1000.0,25.47853347624914,31.0,0.0,14.0,True,0.07192844152450562,3.0,3.0,0.0,0.0,0.0,3.0,0.059554350376129106,True,0.0,gold_stl_cost,3303
38,10038,1000.0,25.54089744468365,54.0,2.0,13.0,True,0.03012639284133911,6.0,4.0,2.0,2.0,0.0,6.0,-0.09299199581146245,True,0.0,gold_stl_cost,3303
39,10039,1000.0,19.03221528111999,69.0,1.0,8.0,True,0.013343989849090576,3.0,2.0,1.0,1.0,0.0,2.0,-0.043781149387359664,True,0.0,gold_stl_cost,3303
40,10040,1000.0,28.266087170607534,69.0,2.0,14.0,True,0.05447190999984741,5.0,3.0,2.0,2.0,0.0,5.0,-0.10500507354736333,True,0.0,gold_stl_cost,3303
41,10041,1000.0,27.81571771597328,67.0,3.0,13.0,True,0.012311339378356934,10.0,7.0,3.0,3.0,0.0,10.0,-0.10391466617584233,True,0.0,gold_stl_cost,3303
42,10042,1000.0,23.200629436232703,0.0,1.0,12.0,True,0.3213404417037964,2.0,1.0,0.0,0.0,1.0,1.0,0.16328002214431758,True,0.0,gold_stl_cost,3303
43,10043,1000.0,27.031301838002037,5.0,1.0,13.0,True,0.1909237504005432,4.0,3.0,0.0,0.0,1.0,3.0,0.17884094715118404,True,0.0,gold_stl_cost,3303
44,10044,1000.0,24.097300403995177,64.0,1.0,10.0,True,0.0549616813659668,8.0,7.0,1.0,1.0,0.0,8.0,-0.010502266883850142,True,0.0,gold_stl_cost,3303
45,10045,1000.0,27.106389990283787,27.0,2.0,13.0,True,0.12295246124267578,7.0,5.0,2.0,2.0,0.0,6.0,-0.03283666372299199,True,0.0,gold_stl_cost,3303
46,10046,1000.0,25.391284616306166,130.0,3.0,12.0,True,0.0035739541053771973,7.0,4.0,2.0,2.0,1.0,6.0,-0.11351125240325932,True,0.0,gold_stl_cost,3303
47,10047,1000.0,25.739375279350497,77.0,1.0,12.0,True,0.021110236644744873,7.0,6.0,1.0,1.0,0.0,6.0,-0.03713892698287968,True,0.0,gold_stl_cost,3303
48,10048,1000.0,24.867258704136475,49.0,3.0,13.0,True,0.01362079381942749,5.0,2.0,2.0,2.0,1.0,4.0,-0.10075716972351079,True,0.0,gold_stl_cost,3303
49,10049,1000.0,25.792518510541413,88.0,2.0,12.0,True,0.05606013536453247,8.0,6.0,2.0,2.0,0.0,7.0,-0.09366308450698857,True,0.0,gold_stl_cost,3303
50,10050,1000.0,23.629560787575883,45.0,3.0,11.0,True,0.043514907360076904,8.0,5.0,2.0,2.0,1.0,7.0,-0.11388050317764287,True,0.0,gold_stl_cost,3303
51,10051,1000.0,24.233809817118527,25.0,1.0,13.0,True,0.05764585733413696,4.0,3.0,1.0,1.0,0.0,3.0,-0.06340222358703618,True,0.0,gold_stl_cost,3303
52,10052,1000.0,23.986849818844348,72.0,1.0,11.0,True,0.05935639142990112,9.0,8.0,0.0,0.0,1.0,8.0,0.004383277893066362,True,0.0,gold_stl_cost,3303
53,10053,1000.0,24.172203276065147,14.0,2.0,12.0,True,0.1004490852355957,7.0,5.0,1.0,1.0,1.0,6.0,-0.00017164945602421433,True,0.0,gold_stl_cost,3303
54,10054,1000.0,23.49967957611625,92.0,4.0,10.0,True,0.011500775814056396,7.0,3.0,3.0,4.0,0.0,7.0,-0.11855291128158574,True,0.0,gold_stl_cost,3303
55,10055,1000.0,25.016291199261104,15.0,2.0,12.0,True,0.06291335821151733,6.0,4.0,1.0,1.0,1.0,5.0,-0.017782318592071578,True,0.0,gold_stl_cost,3303
56,10056,1000.0,23.023411856542225,32.0,1.0,10.0,True,0.09758752584457397,6.0,5.0,0.0,0.0,1.0,5.0,0.11225260496139522,True,0.0,gold_stl_cost,3303
57,10057,1000.0,23.877267611404932,11.0,1.0,13.0,True,0.15788054466247559,6.0,5.0,0.0,0.0,1.0,4.0,0.12670577764511104,True,0.0,gold_stl_cost,3303
58,10058,1000.0,24.2931486470261,57.0,3.0,11.0,True,0.012125551700592041,5.0,2.0,2.0,2.0,1.0,4.0,-0.08016370534896855,True,0.0,gold_stl_cost,3303
59,10059,1000.0,24.521232038172457,128.0,2.0,12.0,True,0.05685281753540039,7.0,5.0,1.0,1.0,1.0,6.0,-0.017025399208068892,True,0.0,gold_stl_cost,3303
60,10060,1000.0,25.375215734318772,0.0,1.0,14.0,True,0.26434600353240967,5.0,4.0,0.0,0.0,1.0,4.0,0.08236010074615474,True,0.0,gold_stl_cost,3303
61,10061,1000.0,13.466953974360763,56.0,0.0,6.0,True,0.016740381717681885,5.0,5.0,0.0,0.0,0.0,5.0,0.10518319606781001,True,0.0,gold_stl_cost,3303
62,10062,1000.0,28.094860792371037,0.0,1.0,14.0,True,0.22318035364151,6.0,5.0,0.0,0.0,1.0,5.0,0.12279887199401851,True,0.0,gold_stl_cost,3303
63,10063,1000.0,27.61805870178796,40.0,0.0,15.0,True,0.05756431818008423,5.0,5.0,0.0,0.0,0.0,5.0,0.10498328208923335,True,0.0,gold_stl_cost,3303
64,10064,1000.0,24.494516302227566,42.0,3.0,11.0,True,0.04327869415283203,5.0,2.0,2.0,2.0,1.0,4.0,-0.10101215839385991,True,0.0,gold_stl_cost,3303
65,10065,1000.0,27.165624460278195,42.0,3.0,12.0,True,0.030593276023864746,5.0,2.0,2.0,2.0,1.0,4.0,-0.06965141296386723,True,0.0,gold_stl_cost,3303
66,10066,1000.0,21.193812071195225,106.0,1.0,9.0,True,0.025152146816253662,8.0,7.0,1.0,1.0,0.0,8.0,-0.07783000469207768,True,0.0,gold_stl_cost,3303
67,10067,1000.0,23.61044169035449,135.0,2.0,10.0,True,0.030045032501220703,7.0,5.0,2.0,2.0,0.0,6.0,-0.11381165981292729,True,0.0,gold_stl_cost,3303
68,10068,1000.0,26.335426033044314,28.0,0.0,13.0,True,0.08616113662719727,5.0,5.0,0.0,0.0,0.0,5.0,0.13719053268432613,True,0.0,gold_stl_cost,3303
69,10069,1000.0,25.458276030552952,32.0,1.0,11.0,True,0.13512808084487915,8.0,7.0,0.0,0.0,1.0,7.0,0.03495205640792842,True,0.0,gold_stl_cost,3303
70,10070,1000.0,25.260100736862114,136.0,3.0,12.0,True,0.0446094274520874,9.0,6.0,3.0,3.0,0.0,9.0,-0.10820190906524663,True,0.0,gold_stl_cost,3303
71,10071,1000.0,24.678734980743684,28.0,0.0,12.0,True,0.014920413494110107,4.0,4.0,0.0,0.0,0.0,4.0,0.2424110889434814,True,0.0,gold_stl_cost,3303
72,10072,1000.0,25.193325930194987,47.0,3.0,12.0,True,0.010414659976959229,8.0,5.0,2.0,2.0,1.0,7.0,-0.11590664386749272,True,0.0,gold_stl_cost,3303
73,10073,1000.0,24.15448305465543,47.0,1.0,11.0,True,0.03466379642486572,3.0,2.0,0.0,0.0,1.0,2.0,0.07854528427124019,True,0.0,gold_stl_cost,3303
74,10074,1000.0,20.16055485671677,117.0,4.0,8.0,True,0.009033679962158203,7.0,3.0,3.0,3.0,1.0,6.0,-0.1208742737770081,True,0.0,gold_stl_cost,3303
75,10075,1000.0,24.579681701863592,67.0,3.0,11.0,True,0.01504969596862793,8.0,5.0,2.0,2.0,1.0,7.0,-0.08004157543182377,True,0.0,gold_stl_cost,3303
76,10076,1000.0,20.09697712180241,104.0,1.0,8.0,True,0.01235353946685791,10.0,9.0,0.0,0.0,1.0,9.0,0.03389776945114131,True,0.0,gold_stl_cost,3303
77,10077,1000.0,21.505157451555306,63.0,2.0,10.0,True,0.08859837055206299,10.0,8.0,1.0,1.0,1.0,9.0,-0.10244374275207524,True,0.0,gold_stl_cost,3303
78,10078,1000.0,26.699196655276182,24.0,1.0,13.0,True,0.12167108058929443,6.0,5.0,0.0,0.0,1.0,5.0,0.04609860181808467,True,0.0,gold_stl_cost,3303
79,10079,1000.0,26.153475342172896,23.0,1.0,14.0,True,0.030996322631835938,3.0,2.0,1.0,1.0,0.0,3.0,-0.10471968650817876,True,0.0,gold_stl_cost,3303
80,10080,1000.0,23.579615798396844,63.0,4.0,10.0,True,0.0029574036598205566,9.0,5.0,3.0,3.0,1.0,8.0,-0.10693948268890385,True,0.0,gold_stl_cost,3303
81,10081,1000.0,27.23611729530967,104.0,2.0,13.0,True,0.015182197093963623,6.0,4.0,1.0,2.0,0.0,6.0,-0.1008816242218018,True,0.0,gold_stl_cost,3303
82,10082,1000.0,24.116484126479918,20.0,1.0,13.0,True,0.12341576814651489,4.0,3.0,1.0,1.0,0.0,4.0,-0.018046963214874312,True,0.0,gold_stl_cost,3303
83,10083,1000.0,24.869842501939274,52.0,2.0,12.0,True,0.06689000129699707,8.0,6.0,2.0,2.0,0.0,8.0,-0.023546028137207076,True,0.0,gold_stl_cost,3303
84,10084,1000.0,25.345689012840012,25.0,2.0,11.0,True,0.060628294944763184,9.0,7.0,1.0,1.0,1.0,8.0,-0.012630152702331587,True,0.0,gold_stl_cost,3303
85,10085,1000.0,20.82933034787311,147.0,3.0,8.0,True,0.031046569347381592,8.0,5.0,3.0,3.0,0.0,8.0,-0.10561518669128422,True,0.0,gold_stl_cost,3303
86,10086,1000.0,27.010046824030724,1.0,3.0,14.0,True,0.19308578968048096,4.0,1.0,2.0,2.0,1.0,3.0,-0.08299522399902348,True,0.0,gold_stl_cost,3303
87,10087,1000.0,24.864642613849355,0.0,0.0,13.0,True,0.22447353601455688,5.0,5.0,0.0,0.0,0.0,5.0,0.20570058822631831,True,0.0,gold_stl_cost,3303
88,10088,1000.0,21.708477761980248,66.0,1.0,9.0,True,0.02896338701248169,7.0,6.0,1.0,1.0,0.0,6.0,-0.0620625495910645,True,0.0,gold_stl_cost,3303
89,10089,1000.0,22.94199441083947,59.0,1.0,11.0,True,0.03380924463272095,7.0,6.0,1.0,1.0,0.0,7.0,-0.10932128429412846,True,0.0,gold_stl_cost,3303
90,10090,1000.0,25.743747951081673,26.0,3.0,12.0,True,0.11335229873657227,6.0,3.0,3.0,3.0,0.0,5.0,-0.040766346454620406,True,0.0,gold_stl_cost,3303
91,10091,1000.0,25.51365283556879,0.0,0.0,12.0,True,0.26981842517852783,2.0,2.0,0.0,0.0,0.0,2.0,0.03183693885803218,True,0.0,gold_stl_cost,3303
92,10092,1000.0,23.7932201083986,68.0,3.0,11.0,True,0.041821181774139404,5.0,2.0,3.0,3.0,0.0,4.0,-0.07920401096343999,True,0.0,gold_stl_cost,3303
93,10093,1000.0,26.948871302335192,84.0,3.0,13.0,True,0.024078369140625,9.0,6.0,2.0,2.0,1.0,8.0,-0.11487113237380986,True,0.0,gold_stl_cost,3303
94,10094,1000.0,26.806807658823345,0.0,0.0,15.0,True,0.42504680156707764,1.0,1.0,0.0,0.0,0.0,1.0,0.16151101589202876,True,0.0,gold_stl_cost,3303
95,10095,1000.0,26.399356932947285,63.0,2.0,12.0,True,0.013693571090698242,5.0,3.0,1.0,2.0,0.0,5.0,-0.10438530445098881,True,0.0,gold_stl_cost,3303
96,10096,1000.0,26.29076029884891,47.0,1.0,13.0,True,0.023063600063323975,6.0,5.0,1.0,1.0,0.0,6.0,-0.07424013614654545,True,0.0,gold_stl_cost,3303
97,10097,1000.0,24.786920708604157,30.0,1.0,11.0,True,0.05256986618041992,5.0,4.0,1.0,1.0,0.0,5.0,-0.08491908311843877,True,0.0,gold_stl_cost,3303
98,10098,1000.0,27.884689254742625,29.0,0.0,15.0,True,0.11025917530059814,10.0,10.0,0.0,0.0,0.0,9.0,0.007447254657745317,True,0.0,gold_stl_cost,3303
99,10099,1000.0,22.923672948488274,70.0,4.0,11.0,True,0.018812835216522217,9.0,5.0,3.0,3.0,1.0,8.0,-0.11840771436691289,True,0.0,gold_stl_cost,3303
0,10000,1000.0,26.037716672912097,13.0,0.0,12.0,True,0.11586803197860718,9.0,9.0,0.0,0.0,0.0,9.0,0.055440199375152543,True,0.0,gold_stl_cost,4404
1,10001,1000.0,27.91947613215052,30.0,2.0,13.0,True,0.0817381739616394,6.0,4.0,1.0,1.0,1.0,5.0,-0.08150534629821782,True,0.0,gold_stl_cost,4404
2,10002,1000.0,25.35728545814345,0.0,0.0,12.0,True,0.24772632122039795,3.0,3.0,0.0,0.0,0.0,3.0,0.08666504621505733,True,0.0,gold_stl_cost,4404
3,10003,1000.0,27.375498911707837,62.0,3.0,13.0,True,0.010988295078277588,6.0,3.0,2.0,2.0,1.0,5.0,-0.10605757236480717,True,0.0,gold_stl_cost,4404
4,10004,1000.0,26.12607924039321,62.0,0.0,13.0,True,0.01279449462890625,9.0,9.0,0.0,0.0,0.0,9.0,0.01791162490844722,True,0.0,gold_stl_cost,4404
5,10005,1000.0,26.594003528509347,62.0,2.0,13.0,True,0.09166127443313599,8.0,6.0,2.0,2.0,0.0,8.0,-0.053440320491790816,True,0.0,gold_stl_cost,4404
6,10006,1000.0,24.729592517207493,53.0,2.0,12.0,True,0.04861217737197876,6.0,4.0,1.0,1.0,1.0,5.0,-0.009048151969909712,True,0.0,gold_stl_cost,4404
7,10007,1000.0,25.614385373235564,39.0,0.0,13.0,True,0.028109729290008545,9.0,9.0,0.0,0.0,0.0,9.0,0.0031855821609496626,True,0.0,gold_stl_cost,4404
8,10008,1000.0,27.860693650713074,100.0,2.0,14.0,True,0.011309802532196045,9.0,7.0,2.0,2.0,0.0,8.0,-0.05990962982177739,True,0.0,gold_stl_cost,4404
9,10009,1000.0,26.618812529388606,102.0,2.0,13.0,True,0.017343342304229736,7.0,5.0,1.0,1.0,1.0,6.0,-0.07414947748184209,True,0.0,gold_stl_cost,4404
10,10010,1000.0,24.160942694623373,172.0,5.0,10.0,True,0.007317781448364258,9.0,4.0,4.0,4.0,1.0,8.0,-0.11457734107971196,True,0.0,gold_stl_cost,4404
11,10011,1000.0,25.026670456493946,40.0,0.0,12.0,True,0.009458363056182861,6.0,6.0,0.0,0.0,0.0,6.0,0.09693754911422725,True,0.0,gold_stl_cost,4404
12,10012,1000.0,26.57002702381851,14.0,0.0,14.0,True,0.05160391330718994,4.0,4.0,0.0,0.0,0.0,4.0,0.08613075017929073,True,0.0,gold_stl_cost,4404
13,10013,1000.0,24.999231536283332,69.0,3.0,11.0,True,0.007574558258056641,7.0,4.0,2.0,2.0,1.0,6.0,-0.043591427803039595,True,0.0,gold_stl_cost,4404
14,10014,1000.0,26.76822460567928,128.0,4.0,11.0,True,0.014545440673828125,9.0,5.0,3.0,3.0,1.0,8.0,-0.09396170377731328,True,0.0,gold_stl_cost,4404
15,10015,1000.0,13.179515686422747,43.0,1.0,5.0,True,0.08514297008514404,3.0,2.0,1.0,1.0,0.0,2.0,-0.06043176651000981,True,0.0,gold_stl_cost,4404
16,10016,1000.0,26.273769195605382,114.0,3.0,12.0,True,0.019218385219573975,9.0,6.0,2.0,2.0,1.0,8.0,-0.022865998744964644,True,0.0,gold_stl_cost,4404
17,10017,1000.0,24.994793789330288,76.0,1.0,12.0,True,0.013462185859680176,7.0,6.0,1.0,1.0,0.0,7.0,-0.08668236732482915,True,0.0,gold_stl_cost,4404
18,10018,1000.0,26.11668822761203,60.0,3.0,13.0,True,0.04443240165710449,7.0,4.0,2.0,2.0,1.0,6.0,-0.01797794103622441,True,0.0,gold_stl_cost,4404
19,10019,1000.0,26.50999159320054,45.0,3.0,13.0,True,0.0067327022552490234,7.0,4.0,2.0,2.0,1.0,6.0,-0.10668520927429204,True,0.0,gold_stl_cost,4404
20,10020,1000.0,26.016076318406704,15.0,0.0,14.0,True,0.07699120044708252,5.0,5.0,0.0,0.0,0.0,5.0,0.02671982049942012,True,0.0,gold_stl_cost,4404
21,10021,1000.0,27.190327703938237,75.0,2.0,11.0,True,0.035988807678222656,12.0,10.0,2.0,2.0,0.0,11.0,-0.024130392074585005,True,0.0,gold_stl_cost,4404
22,10022,1000.0,26.45130745410279,76.0,3.0,13.0,True,0.05101954936981201,7.0,4.0,3.0,3.0,0.0,7.0,-0.09151445627212529,True,0.0,gold_stl_cost,4404
23,10023,1000.0,28.416402719085454,44.0,1.0,15.0,True,0.02691417932510376,5.0,4.0,1.0,1.0,0.0,5.0,-0.04705862998962407,True,0.0,gold_stl_cost,4404
24,10024,1000.0,29.261259382816206,41.0,2.0,15.0,True,0.06029123067855835,2.0,0.0,2.0,2.0,0.0,2.0,-0.10061161518096928,True,0.0,gold_stl_cost,4404
25,10025,1000.0,24.299466248332465,60.0,2.0,10.0,True,0.07827454805374146,9.0,7.0,2.0,2.0,0.0,9.0,-0.014885175228118941,True,0.0,gold_stl_cost,4404
26,10026,1000.0,24.435733250208614,86.0,2.0,11.0,True,0.014920592308044434,8.0,6.0,2.0,2.0,0.0,7.0,-0.04674141407012944,True,0.0,gold_stl_cost,4404
27,10027,1000.0,26.669890144308738,117.0,2.0,12.0,True,0.005477249622344971,10.0,8.0,1.0,1.0,1.0,9.0,-0.10126303434371953,True,0.0,gold_stl_cost,4404
28,10028,1000.0,25.003079662274104,92.0,4.0,11.0,True,0.017098188400268555,6.0,2.0,3.0,4.0,0.0,6.0,-0.08774666786193852,True,0.0,gold_stl_cost,4404
