condition,episode_index,evaluation_seed,episode_length,episode_return,native_cost_total,gold_stl_cost_total,goal_events,goal_success,minimum_distance,trigger_count,recovery_count,late_recovery_count,deadline_violation_count,terminal_unresolved_count,on_time_recovery_latency_sum,deadline_violation_delay_sum,terminal_unresolved_delay_sum,positive_cost_step_count,completed_window_count,trace_robustness,online_oracle_agreement,rtamt_max_robustness_difference
native_safety,44,49245,1000,31.731952143592935,1.0,0,11,True,0.19889259338378906,3,3,0,0,0,30,0,0,0,3,0.33129474639892575,True,0.0
native_safety,45,49246,1000,31.77740187499876,0.0,0,11,True,0.2113795280456543,3,3,0,0,0,31,0,0,0,3,0.3383468103408813,True,0.0
native_safety,46,49247,1000,31.748141164997833,0.0,0,11,True,0.22034811973571777,4,4,0,0,0,36,0,0,0,4,0.33177790164947507,True,0.0
native_safety,47,49248,1000,31.715843013449557,0.0,0,11,True,0.21783578395843506,4,4,0,0,0,38,0,0,0,4,0.3257643890380859,True,0.0
native_safety,48,49249,1000,31.627334246259124,0.0,0,11,True,0.21794700622558594,3,3,0,0,0,29,0,0,0,3,0.3479979348182678,True,0.0
native_safety,49,49250,1000,31.790253162223962,0.0,0,11,True,0.21171051263809204,4,4,0,0,0,39,0,0,0,4,0.33809217929840085,True,0.0
native_safety,50,49251,1000,31.732448094810024,0.0,0,11,True,0.20608627796173096,3,3,0,0,0,30,0,0,0,3,0.32318356752395627,True,0.0
native_safety,51,49252,1000,31.766047143789365,0.0,0,11,True,0.22247529029846191,3,3,0,0,0,26,0,0,0,3,0.3455000829696655,True,0.0
native_safety,52,49253,1000,31.745178915964686,0.0,0,11,True,0.2169247269630432,4,4,0,0,0,34,0,0,0,4,0.3428421926498413,True,0.0
native_safety,53,49254,1000,31.728995086356008,0.0,0,11,True,0.2221575379371643,4,4,0,0,0,35,0,0,0,4,0.33876380443572995,True,0.0
native_safety,54,49255,1000,31.756457593030063,0.0,0,11,True,0.21149754524230957,3,3,0,0,0,30,0,0,0,3,0.33894404888153074,True,0.0
native_safety,55,49256,1000,31.751511642956757,0.0,0,11,True,0.2194218635559082,3,3,0,0,0,28,0,0,0,3,0.35225495815277097,True,0.0
native_safety,56,49257,1000,31.76792623934307,0.0,0,11,True,0.2185644507408142,3,3,0,0,0,27,0,0,0,3,0.33609715223312375,True,0.0
native_safety,57,49258,1000,31.734540342731634,0.0,0,11,True,0.21992254257202148,3,3,0,0,0,29,0,0,0,3,0.33489677429199216,True,0.0
native_safety,58,49259,1000,31.735339858896623,0.0,0,11,True,0.22478628158569336,3,3,0,0,0,28,0,0,0,3,0.338371844291687,True,0.0
native_safety,59,49260,1000,31.754274398670532,0.0,0,11,True,0.211270272731781,3,3,0,0,0,31,0,0,0,3,0.3385216903686523,True,0.0
native_safety,60,49261,1000,31.774878198411898,0.0,0,11,True,0.21961408853530884,3,3,0,0,0,27,0,0,0,3,0.33672103404998777,True,0.0
native_safety,61,49262,1000,29.742407446963625,0.0,0,10,True,0.22185713052749634,4,4,0,0,0,31,0,0,0,4,0.3346149635314941,True,0.0
native_safety,62,49263,1000,31.801179452166252,0.0,0,11,True,0.20826905965805054,3,3,0,0,0,30,0,0,0,3,0.3468837451934814,True,0.0
native_safety,63,49264,1000,31.765411478831084,0.0,0,11,True,0.21682333946228027,5,5,0,0,0,42,0,0,0,5,0.3329258871078491,True,0.0
native_safety,64,49265,1000,31.72869945992352,0.0,0,11,True,0.20956206321716309,4,4,0,0,0,38,0,0,0,4,0.33948120594024656,True,0.0
native_safety,65,49266,1000,31.753898741008015,0.0,0,11,True,0.21469777822494507,3,3,0,0,0,30,0,0,0,3,0.33915934085845945,True,0.0
native_safety,66,49267,1000,31.801531090415665,0.0,0,11,True,0.21976733207702637,4,4,0,0,0,36,0,0,0,4,0.33868244409561155,True,0.0
native_safety,67,49268,1000,31.804387668700656,0.0,0,11,True,0.21418261528015137,3,3,0,0,0,28,0,0,0,3,0.33865705251693723,True,0.0
native_safety,68,49269,1000,31.7782113947178,0.0,0,11,True,0.21613097190856934,3,3,0,0,0,28,0,0,0,3,0.34689071893692014,True,0.0
native_safety,69,49270,1000,31.715161398209602,0.0,0,11,True,0.215956449508667,3,3,0,0,0,29,0,0,0,3,0.34921118736267087,True,0.0
native_safety,70,49271,1000,31.76889837298222,0.0,0,11,True,0.2119923233985901,4,4,0,0,0,36,0,0,0,4,0.33828744411468503,True,0.0
native_safety,71,49272,1000,31.77892325584253,0.0,0,11,True,0.21596789360046387,4,4,0,0,0,35,0,0,0,4,0.33264193058013913,True,0.0
native_safety,72,49273,1000,31.774422306843917,0.0,0,11,True,0.2078424096107483,3,3,0,0,0,32,0,0,0,3,0.32681831836700437,True,0.0
native_safety,73,49274,1000,31.732617873468826,0.0,0,11,True,0.21012800931930542,5,5,0,0,0,48,0,0,0,5,0.32312545299530027,True,0.0
native_safety,74,49275,1000,31.747040269183344,0.0,0,11,True,0.21993309259414673,3,3,0,0,0,27,0,0,0,3,0.3433498454093933,True,0.0
